# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size150_cover10.faa.out.hmmsearch.tab
# list_file=Metlist.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in Metlist.txt = 90

	PF00037	PF00067	PF00115	PF00116	PF00117	PF00120	PF00142	PF00146	PF00148	PF00173	PF00174	PF00175	PF00194	PF00208	PF00296	PF00310	PF00329	PF00346	PF00361	PF00374	PF00384	PF00420	PF00441	PF00484	PF00499	PF00507	PF00662	PF00696	PF00795	PF00871	PF00970	PF00988	PF01011	PF01058	PF01077	PF01208	PF01266	PF01493	PF01515	PF01568	PF01571	PF01645	PF01913	PF01993	PF02007	PF02142	PF02239	PF02240	PF02241	PF02249	PF02289	PF02315	PF02335	PF02461	PF02552	PF02560	PF02663	PF02665	PF02741	PF02745	PF02771	PF02783	PF02786	PF02787	PF02812	PF02975	PF03060	PF03063	PF03069	PF03139	PF03201	PF03404	PF03460	PF03598	PF03599	PF03951	PF04060	PF04206	PF04207	PF04208	PF04210	PF04211	PF04267	PF04268	PF04324	PF04422	PF04432	PF04879	PF04898	PF05088	PF05369	PF05440	PF06253	PF06433	PF07732	PF07969	PF07992	PF08669	PF09472	PF09505	PF09723	PF10621	PF11576	PF11844	PF12176	PF12800	PF12838	PF13187	PF13247	PF13360	PF13442	PF13447	PF13484	PF13510	PF13522	PF13806	PF14691	PF14710	PF14711
Anabaena sp. wa102	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0
Corynebacterium deserti GIMN1.010	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	0
Sphingopyxis sp. 113P3	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0
Desulfuromonas soudanensis	1	0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0
Streptomyces pristinaespiralis	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
Streptomyces sp. CFMR 7	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Acinetobacter sp. TTH0-4	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0
Actinomyces sp. oral taxon 414	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1
Clavibacter michiganensis subsp. capsici	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0
Hymenobacter sp. DG25A	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0
Spiroplasma cantharicola	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. LS16	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1
Arthrobacter sp. ERGS1:01	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0
Candidatus Thioglobus singularis PS1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0
Bartonella ancashensis	1	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0
Cupriavidus gilardii CR3	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Altererythrobacter epoxidivorans	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1
Lawsonella clevelandensis	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0
Burkholderia sp. HB1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1
Candidatus Thioglobus autotrophicus	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1
Pseudonocardia sp. EC080625-04	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Pseudomonas sp. L10.10	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
Pseudonocardia sp. AL041005-10	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0
Arthrobacter alpinus	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1
Pseudonocardia sp. HH130629-09	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
Campylobacter concisus	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0
Psychrobacter urativorans	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0
Glutamicibacter arilaitensis	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0
Kibdelosporangium phytohabitans	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Megasphaera elsdenii 14-14	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	0	0
Citromicrobium sp. JL477	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
Azospirillum thiophilum	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Confluentimicrobium sp. EMB200-NS6	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
Gordonia sp. QH-11	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1
Sphingopyxis macrogoltabida	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Persicobacter sp. JZB09	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0
Weissella cibaria	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Celeribacter marinus	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	0
Rufibacter tibetensis	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Algibacter alginolytica	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	0	0
Brevundimonas sp. DS20	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
Microbacterium sp. No. 7	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0
Stenotrophomonas acidaminiphila	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1
Lactobacillus kunkeei	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteroides ovatus	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0
Candidatus Xiphinematobacter sp. Idaho Grape	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0
Bacteroides cellulosilyticus	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0
Thermus aquaticus Y51MC23	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0
Blastochloris viridis	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	0	0
Devosia sp. A16	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
Streptomyces venezuelae	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
Burkholderia cepacia ATCC 25416	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0
